"","name","price","rating","votes_cnt","subzone","lat","lng","kuchnia1","n","lng_utm","lat_utm"
"1659","Restauracja volta pub, Bia³o³êka",50,3.1,4,"bia³o³êka",52.320047,21.06579,"Polska",1,504484.239107942,5796637.7602945
"1660","Restauracja sphinx, Bia³o³êka",100,3.1,4,"bia³o³êka",52.29907,21.02358,"Arabska",3,501607.970129348,5794302.73970391
"1661","Restauracja chicagos pizza, Bia³o³êka",60,3.4,5,"bia³o³êka",52.314489,20.977777,"W³oska",2,498485.09294377,5796017.74519638
"1662","Restauracja bar viet nam, Bia³o³êka",30,NA,0,"bia³o³êka",52.316364,21.001915,"Wietnamska",1,500130.537031018,5796226.06847882
"1663","Restauracja oregano, Bia³o³êka",130,3.3,5,"bia³o³êka",52.336049,20.989177,"W³oska",1,499262.571602039,5798415.6654065
"1664","Restauracja sorpresa, Bia³o³êka",50,3,4,"bia³o³êka",52.338685,20.994671,"Pizza",1,499636.928550862,5798708.82392685
"1665","Restauracja rodeo, Bia³o³êka",40,NA,0,"bia³o³êka",52.316364,21.001915,"Burgery",1,500130.537031018,5796226.06847882
"1666","Restauracja samo obs³uga, Bia³o³êka",20,NA,0,"bia³o³êka",52.219512,21.031058,"Kawiarnia",2,502121.703996191,5785453.87383936
"1667","Restauracja viet bistro, Bia³o³êka",40,NA,0,"bia³o³êka",52.316364,21.001915,"Wietnamska",1,500130.537031018,5796226.06847882
"1668","Restauracja kemer kebab, Bia³o³êka",25,NA,0,"bia³o³êka",52.3122,21.0638,"Kebab",1,504349.370096051,5795764.82630569
"1669","Restauracja sushi kanpai, Bia³o³êka",120,NA,0,"bia³o³êka",52.354201,21.028845,"Sushi",1,501964.558093766,5800435.03774739
"1670","Restauracja grycan, Bia³o³êka",40,NA,0,"bia³o³êka",52.29907,21.02358,"Lodziarnia",2,501607.970129348,5794302.73970391
"1671","Restauracja sushi amai, Bia³o³êka",100,NA,0,"bia³o³êka",52.31578,21.02676,"Sushi",1,501824.134149781,5796161.44622704
"1672","Restauracja sindebad, Bia³o³êka",40,NA,0,"bia³o³êka",52.316364,21.001915,"Kebab",1,500130.537031018,5796226.06847882
"1673","Restauracja mcdonalds, Bia³o³êka",40,NA,0,"bia³o³êka",52.3033,20.987961,"Fast Food",1,499179.113316085,5794773.04295391
"1674","Restauracja pizza jalapenio, Bia³o³êka",80,NA,0,"bia³o³êka",52.310727,21.05138,"Pizza",3,503502.790869488,5795600.31289104
"1675","Restauracja mcafe, Bia³o³êka",35,NA,0,"bia³o³êka",52.316364,21.001915,"Kawiarnia",1,500130.537031018,5796226.06847882
"1676","Restauracja da grasso, Bia³o³êka",80,NA,0,"bia³o³êka",52.315385,21.060014,"Pizza",1,504090.977481947,5796118.86929311
"1677","Restauracja mleczak polski, Bia³o³êka",40,NA,0,"bia³o³êka",52.29492,20.99978,"Polska",1,499984.996331741,5793840.87973906
"1678","Restauracja missisipi, Bia³o³êka",100,NA,0,"bia³o³êka",52.311983,20.994681,"Polska",1,499637.391632221,5795738.78667562
"1679","Restauracja dakara, Bia³o³êka",38,NA,0,"bia³o³êka",52.316364,21.001915,"Kebab",1,500130.537031018,5796226.06847882
"1680","Restauracja sadiq, Bia³o³êka",30,NA,0,"bia³o³êka",52.334646,20.963067,"Kebab",1,497483.479218496,5798260.19773889
"1681","Restauracja hand roll tsuru sushi, Bia³o³êka",50,NA,0,"bia³o³êka",52.300023,21.026361,"Sushi",1,501797.573817434,5794408.80588188
"1682","Restauracja subway, Bia³o³êka",40,NA,0,"bia³o³êka",52.316364,21.001915,"Fast Food",1,500130.537031018,5796226.06847882
"1683","Restauracja mag vin, Bia³o³êka",46,NA,0,"bia³o³êka",52.345696,20.953637,"Azjatycka",1,496841.730354291,5799489.65109549
"1684","Restauracja galeria wypieków, Bia³o³êka",30,NA,0,"bia³o³êka",52.324598,21.055326,"Piekarnia",1,503770.62722215,5797143.36661825
"1685","Restauracja gusto dominium, Bia³o³êka",80,NA,0,"bia³o³êka",52.324657,21.065716,"Pizza",1,504478.72980048,5797150.52113515
"1686","Restauracja restauracja kominkowa fort hotel, Bia³o³êka",95,NA,0,"bia³o³êka",52.34447,20.9516,"Polska",2,496702.877751873,5799353.37472406
"1687","Restauracja dominos pizza, Bia³o³êka",70,NA,0,"bia³o³êka",52.3122,21.0638,"Pizza",1,504349.370096051,5795764.82630569
"1688","Restauracja steak garden restaurant, Bia³o³êka",133,NA,0,"bia³o³êka",52.32611,20.97888,"Miêdzynarodowa",2,498560.659817828,5797310.3139629
"1689","Restauracja volta bistro, Bia³o³êka",50,NA,0,"bia³o³êka",52.30764,21.010078,"Polska",2,500687.107495075,5795255.75483137
"1690","Restauracja woki toki, Bia³o³êka",55,NA,0,"bia³o³êka",52.327612,21.031172,"Chiñska",3,502124.317823262,5797477.62741573
"1691","Restauracja miska ry¿u, Bia³o³êka",40,NA,0,"bia³o³êka",52.316364,21.001915,"Wietnamska",1,500130.537031018,5796226.06847882
"1692","Restauracja barek, Bia³o³êka",20,NA,0,"bia³o³êka",52.316364,21.001915,"Polska",2,500130.537031018,5796226.06847882
"1693","Restauracja mikeo, Bia³o³êka",30,NA,0,"bia³o³êka",52.345696,20.953637,"Kebab",1,496841.730354291,5799489.65109549
"1694","Restauracja sweet home, Bia³o³êka",30,NA,0,"bia³o³êka",52.322658,21.056883,"Kawiarnia",2,503876.910832898,5796927.66465684
"1695","Restauracja bar huyen linh, Bia³o³êka",35,NA,0,"bia³o³êka",52.316364,21.001915,"Wietnamska",1,500130.537031018,5796226.06847882
"1696","Restauracja naam thai, Saska Kêpa",100,4.5,295,"praga-po³udnie",52.227387,21.064457,"Tajska",1,504402.552617029,5786331.29011565
"1697","Restauracja warszawa wschodnia, Grochów",210,4.4,194,"praga-po³udnie",52.27314,21.03825,"Polska",3,502609.871617908,5791419.01780577
"1698","Restauracja efes, Saska Kêpa",100,3.9,228,"praga-po³udnie",52.234709,21.053873,"Turecka",2,503679.037247311,5787145.10574096
"1699","Restauracja repubblica italiana, Saska Kêpa",100,3.7,136,"praga-po³udnie",52.231581,21.055849,"W³oska",2,503814.248201987,5786797.28902423
"1700","Restauracja santorini, Saska Kêpa",135,4.1,199,"praga-po³udnie",52.225372,21.068061,"Grecka",2,504648.92403018,5786107.39248108
"1701","Restauracja trattoria rucola, Saska Kêpa",130,3.9,239,"praga-po³udnie",52.232232,21.055736,"W³oska",2,503806.475104382,5786869.6920127
"1702","Restauracja think love juices vegan food, Saska Kêpa",100,4,78,"praga-po³udnie",52.231581,21.055849,"Zdrowe jedzenie",1,503814.248201987,5786797.28902423
"1703","Restauracja vegan ramen shop, Saska Kêpa",80,4.9,130,"praga-po³udnie",52.237251,21.05044,"Japoñska",1,503444.397729794,5787427.67686135
"1704","Restauracja kalyan, Goc³aw",85,4.3,151,"praga-po³udnie",52.22132,21.089864,"Indyjska",1,506138.741978712,5785658.32276998
"1705","Restauracja pikanteria, Saska Kêpa",100,3.8,187,"praga-po³udnie",52.236409,21.063503,"Polska",2,504336.51316326,5787334.72466445
"1706","Restauracja handroll, Saska Kêpa",50,4.3,130,"praga-po³udnie",52.235523,21.053693,"Sushi",1,503666.677807604,5787235.63563759
"1707","Restauracja taverna patris, Saska Kêpa",100,4.2,109,"praga-po³udnie",52.235314,21.045715,"Grecka",1,503121.877431691,5787212.01550341
"1708","Restauracja z57, Saska Kêpa",190,4.4,64,"praga-po³udnie",52.233351,21.064736,"Europejska",3,504421.016453761,5786994.66611718
"1709","Restauracja prosta historia, Saska Kêpa",130,3.7,131,"praga-po³udnie",52.234338,21.054436,"W³oska",1,503717.516030814,5787103.86914635
"1710","Restauracja bia³a zjedz i wypij, Saska Kêpa",80,4,66,"praga-po³udnie",52.23186,21.05599,"Polska",1,503823.853927224,5786828.3288507
"1711","Restauracja vegelabb, Grochów",60,3.9,33,"praga-po³udnie",52.249828,21.058879,"Zdrowe jedzenie",1,504019.535351347,5788827.01914377
"1712","Restauracja pinsa, Saska Kêpa",80,4,77,"praga-po³udnie",52.232232,21.055736,"W³oska",1,503806.475104382,5786869.6920127
"1713","Restauracja georgia, Grochów",100,3.8,62,"praga-po³udnie",52.245357,21.078998,"Gruziñska",1,505393.555640164,5788331.0275839
"1714","Restauracja loco mexicano, Grochów",100,3.6,100,"praga-po³udnie",52.245746,21.084053,"Tex-Mex",1,505738.633421003,5788374.6833384
"1715","Restauracja incanto, Grochów",80,4.1,67,"praga-po³udnie",52.247179,21.091305,"W³oska",2,506233.555449562,5788534.67138342
"1716","Restauracja kuchnia funkcjonalna, Saska Kêpa",120,4,65,"praga-po³udnie",52.231924,21.006727,"Europejska",2,500459.421849992,5786833.99178822
"1717","Restauracja szklarnia, Grochów",140,3.6,45,"praga-po³udnie",52.27314,21.03825,"Europejska",1,502609.871617908,5791419.01780577
"1718","Restauracja soja sushi, Saska Kêpa",110,4.1,65,"praga-po³udnie",52.232597,21.063378,"Sushi",2,504328.347886255,5786910.71880581
"1719","Restauracja deseo, Saska Kêpa",50,4.1,52,"praga-po³udnie",52.239158,21.06275,"Desery",1,504284.8273284,5787640.44383822
"1720","Restauracja stacja grochów, Grochów",50,3.9,59,"praga-po³udnie",52.24533,21.09013,"Polska",3,506153.591905238,5788328.91134124
"1721","Restauracja dom polski, Saska Kêpa",210,3.9,99,"praga-po³udnie",52.23272,21.05466,"Polska",1,503732.949046141,5786923.914945
"1722","Restauracja trattoria il caminetto, Saska Kêpa",100,3.4,119,"praga-po³udnie",52.233415,21.068146,"W³oska",4,504653.88890661,5787001.99813923
"1723","Restauracja mi¹¿sz, Saska Kêpa",100,3.7,45,"praga-po³udnie",52.232938,21.055271,"Europejska",1,503774.658175367,5786948.19413007
"1724","Restauracja francuska 30, Saska Kêpa",50,3.8,65,"praga-po³udnie",52.231581,21.055849,"Przek¹ski",2,503814.248201987,5786797.28902423
"1725","Restauracja viet street food, Saska Kêpa",50,4.3,49,"praga-po³udnie",52.23228,21.056509,"Wietnamska",1,503859.262764448,5786875.07179756
"1726","Restauracja lukullus, Saska Kêpa",40,4.2,63,"praga-po³udnie",52.235064,21.053351,"Desery",2,503643.360319216,5787184.56506054
"1727","Restauracja makroklimat, Goc³aw",80,3.8,62,"praga-po³udnie",52.220875,21.093961,"Œródziemnomorska",3,506418.678167296,5785609.18160677
"1728","Restauracja croque madame, Saska Kêpa",60,3.5,50,"praga-po³udnie",52.231581,21.055849,"Kawiarnia",3,503814.248201987,5786797.28902423
"1729","Restauracja ba³kan grill, Grochów",100,3.8,67,"praga-po³udnie",52.239677,21.083036,"Ba³kañska",1,505669.9722458,5787699.56406453
"1730","Restauracja nitro lody, Saska Kêpa",20,4.1,52,"praga-po³udnie",52.231204,21.053462,"Lodziarnia",1,503651.257236916,5786755.23343127
"1731","Restauracja ruža roza, Saska Kêpa",100,3.9,49,"praga-po³udnie",52.231876,21.055295,"Ba³kañska",1,503776.387338748,5786830.07204803
"1732","Restauracja spoco loco, Saska Kêpa",50,3.8,72,"praga-po³udnie",52.232343,21.055657,"Tex-Mex",1,503801.070340539,5786882.03409049
"1733","Restauracja chicagos pizza, Saska Kêpa",60,3.7,55,"praga-po³udnie",52.239947,21.061977,"W³oska",2,504231.968675197,5787728.15681705
"1734","Restauracja arti, Saska Kêpa",100,3.4,62,"praga-po³udnie",52.232115,21.055106,"Indyjska",2,503763.459321493,5786856.64552687
"1735","Restauracja toro sushi, Goc³aw",150,3.8,38,"praga-po³udnie",52.229631,21.077924,"Japoñska",2,505322.109411703,5786581.7872509
"1736","Restauracja u krawca, Grochów",40,4,51,"praga-po³udnie",52.244342,21.077718,"Kawiarnia",1,505306.285259872,5788218.03721058
"1737","Restauracja osp saska k?pa, Saska Kêpa",70,3.9,34,"praga-po³udnie",52.236787,21.065247,"Pizza",2,504455.570129852,5787376.87437298
"1738","Restauracja cukiernia saska, Saska Kêpa",30,3.8,25,"praga-po³udnie",52.237303,21.056749,"Desery",1,503875.216032217,5787433.77926943
"1739","Restauracja boathouse, Saska Kêpa",210,3.4,70,"praga-po³udnie",52.224901,21.055716,"Ryby i owoce morza",3,503805.735984946,5786054.28457825
"1740","Restauracja rue de paris, Saska Kêpa",40,2.3,44,"praga-po³udnie",52.232873,21.055293,"Kawiarnia",2,503776.166150901,5786940.96550461
"1741","Restauracja tu, Saska Kêpa",30,2.8,54,"praga-po³udnie",52.23382,21.061835,"Chiñska",1,504222.853939568,5787046.65871596
"1742","Restauracja klubokawiarnia towarzyska, Saska Kêpa",40,3.6,54,"praga-po³udnie",52.232961,21.062984,"Przek¹ski",2,504301.404803721,5786951.18206782
"1743","Restauracja obiad i szarlotka, Grochów",50,3.7,37,"praga-po³udnie",52.243707,21.097306,"Polska",1,506643.77289141,5788149.02280558
"1744","Restauracja bunuel, Saska Kêpa",89,2.5,27,"praga-po³udnie",52.236765,21.063344,"Hiszpañska",2,504325.620713915,5787374.31208816
"1745","Restauracja thai long, Saska Kêpa",80,3.8,35,"praga-po³udnie",52.231464,21.054857,"Tajska",1,503746.5086927,5786784.22369928
"1746","Restauracja kamionka, Grochów",120,3.5,51,"praga-po³udnie",52.246694,21.064192,"Polska",1,504382.55052705,5788478.74004528
"1747","Restauracja parivar, Grochów",100,3.8,46,"praga-po³udnie",52.231924,21.006727,"Nepalska",3,500459.421849992,5786833.99178822
"1748","Restauracja pizzeria z nowolipek, Grochów",70,3.6,50,"praga-po³udnie",52.249733,21.072337,"Pizza",2,504938.292825565,5788817.28435657
"1749","Restauracja eat, Grochów",50,3.8,58,"praga-po³udnie",52.24375,21.09381,"Polska",2,506405.069962478,5788153.4908391
"1750","Restauracja igrek, Saska Kêpa",100,3.8,48,"praga-po³udnie",52.231431,21.056697,"Grecka",2,503872.176026821,5786780.64990441
"1751","Restauracja pizzeria na winklu, Saska Kêpa",60,2.8,52,"praga-po³udnie",52.231107,21.05454,"W³oska",2,503724.888770244,5786744.49924276
"1752","Restauracja akademia smaków, Grochów",80,3.9,23,"praga-po³udnie",52.242531,21.08548,"Europejska",3,505836.482182621,5788017.20105716
"1753","Restauracja orientacja, Saska Kêpa",50,3.3,39,"praga-po³udnie",52.231215,21.065194,"Azjatycka",1,504452.50834768,5786757.11277703
"1754","Restauracja masala magic, Grochów",90,3.6,27,"praga-po³udnie",52.24052,21.082146,"Indyjska",1,505609.093837729,5787793.25948379
"1755","Restauracja sushi weso³a saska k?pa, Saska Kêpa",100,3.9,37,"praga-po³udnie",52.230417,21.052055,"Japoñska",2,503555.227204207,5786667.62766855
"1756","Restauracja maxi pizza, Goc³aw",70,3.6,49,"praga-po³udnie",52.23271,21.09502,"Pizza",1,506489.295115183,5786925.64876838
"1757","Restauracja 8my kwadrat, Goc³aw",70,3.4,26,"praga-po³udnie",52.227902,21.077851,"Œródziemnomorska",2,505317.330157768,5786389.47013115
"1758","Restauracja bella napoli, Saska Kêpa",80,3.7,37,"praga-po³udnie",52.233751,21.054837,"Pizza",1,503744.95031818,5787038.59937989
"1759","Restauracja fenicja, Saska Kêpa",30,2.6,49,"praga-po³udnie",52.231581,21.055849,"Kebab",2,503814.248201987,5786797.28902423
"1760","Restauracja z³oto hiszpanii, Saska Kêpa",130,3.7,21,"praga-po³udnie",52.234492,21.05431,"Hiszpañska",1,503708.898467366,5787120.99169249
"1761","Restauracja renesans, Saska Kêpa",60,3.4,43,"praga-po³udnie",52.235391,21.05313,"Pizza",3,503628.24148307,5787220.92530046
"1762","Restauracja knajpa sami swoi, Grochów",80,3.7,29,"praga-po³udnie",52.24573,21.072634,"Polska",4,504959.014660611,5788372.06085903
"1763","Restauracja zapieki warszawskie, Saska Kêpa",30,3.4,31,"praga-po³udnie",52.231581,21.055849,"Fast Food",1,503814.248201987,5786797.28902423
"1764","Restauracja ukraiñskie smaki, Saska Kêpa",100,3.6,34,"praga-po³udnie",52.231581,21.055849,"Ukraiñska",1,503814.248201987,5786797.28902423
"1765","Restauracja tres amigos burrito bar, Grochów",50,3.5,28,"praga-po³udnie",52.248582,21.06342,"Meksykañska",2,504329.660350846,5788688.69121001
"1766","Restauracja 7th street, Goc³aw",110,3.4,41,"praga-po³udnie",52.230624,21.084923,"Amerykañska",2,505800.002659963,5786692.77282825
"1767","Restauracja kicia kocia, Grochów",40,3.7,24,"praga-po³udnie",52.241761,21.083837,"Drinki",3,505724.399012955,5787931.42490148
"1768","Restauracja fabryka pizzy, Grochów",100,3.4,28,"praga-po³udnie",52.238507,21.085861,"W³oska",2,505863.026712613,5787569.65283809
"1769","Restauracja mille luci, Goc³aw",120,2.8,36,"praga-po³udnie",52.230624,21.084923,"W³oska",2,505800.002659963,5786692.77282825
"1770","Restauracja praga sushi, Grochów",120,3.7,29,"praga-po³udnie",52.246768,21.090436,"Sushi",2,506174.284330342,5788488.88248567
"1771","Restauracja osteria limoni, Saska Kêpa",20,3.9,27,"praga-po³udnie",52.232904,21.062865,"Lodziarnia",1,504293.28336374,5786944.83505907
"1772","Restauracja akwarium, Saska Kêpa",20,3.6,32,"praga-po³udnie",52.231581,21.055849,"Lodziarnia",1,503814.248201987,5786797.28902423
"1773","Restauracja drukarnia, Grochów",100,3.8,18,"praga-po³udnie",52.250509,21.066886,"Miêdzynarodowa",1,504566.08504681,5788903.23947002
"1774","Restauracja mi?dzy wierszami, Grochów",50,3.5,9,"praga-po³udnie",52.246553,21.066765,"Kawiarnia",2,504558.230187777,5788463.21569305
"1775","Restauracja bobby burger, Grochów",50,2.5,30,"praga-po³udnie",52.245449,21.085457,"Burgery",2,505834.529037009,5788341.76088879
"1776","Restauracja sushi bistro, Goc³aw",85,3.9,21,"praga-po³udnie",52.236911,21.112092,"Sushi",1,507654.487145064,5787394.58024558
"1777","Restauracja bell, Saska Kêpa",100,3.7,14,"praga-po³udnie",52.231509,21.055038,"Miêdzynarodowa",1,503758.866450648,5786789.23829566
"1778","Restauracja kebab king, Goc³aw",40,2.6,35,"praga-po³udnie",52.223842,21.092468,"Kebab",1,506316.267185722,5785939.06105777
"1779","Restauracja caffettano, Goc³aw",90,3.4,18,"praga-po³udnie",52.22132,21.089864,"W³oska",2,506138.741978712,5785658.32276998
"1780","Restauracja master sushi, Goc³aw",120,3.5,14,"praga-po³udnie",52.220879,21.09474,"Sushi",1,506471.89274069,5785609.69577633
"1781","Restauracja zieleniak, Grochów",75,3.5,21,"praga-po³udnie",52.2372,21.098758,"W³oska",1,506743.897499703,5787425.40043462
"1782","Restauracja maska, Saska Kêpa",100,3.6,16,"praga-po³udnie",52.232968,21.055312,"Polska",2,503777.455668236,5786951.5330837
"1783","Restauracja fire burger, Grochów",43,3.7,35,"praga-po³udnie",52.245355,21.074341,"Burgery",1,505075.601173408,5788330.46873802
"1784","Restauracja nana cafe, Saska Kêpa",60,3.6,15,"praga-po³udnie",52.231319,21.054058,"Polska",3,503691.952293834,5786768.05475269
"1785","Restauracja bibu³a, Goc³aw",70,3.3,4,"praga-po³udnie",52.231924,21.006727,"Zdrowe jedzenie",1,500459.421849992,5786833.99178822
"1786","Restauracja balaton cafe, Goc³aw",40,3.4,26,"praga-po³udnie",52.229858,21.106418,"Kawiarnia",1,507268.175571088,5786609.51052591
"1787","Restauracja grycan, Saska Kêpa",40,3.5,9,"praga-po³udnie",52.234709,21.053873,"Lodziarnia",2,503679.037247311,5787145.10574096
"1788","Restauracja pierogarnia u anio³ów, Goc³aw",50,3.5,31,"praga-po³udnie",52.243686,21.103521,"Polska",1,507068.118382248,5788147.27499966
"1789","Restauracja misianka, Grochów",40,2.7,15,"praga-po³udnie",52.23984,21.05541,"Desery",3,503783.564072572,5787715.89233071
"1790","Restauracja bistro figaro, Saska Kêpa",130,3.5,14,"praga-po³udnie",52.236765,21.063344,"W³oska",1,504325.620713915,5787374.31208816
"1791","Restauracja orient express, Goc³aw",70,2.7,26,"praga-po³udnie",52.240471,21.114617,"W³oska",3,507826.286910033,5787790.81918362
"1792","Restauracja hopsaska, Goc³aw",40,NA,0,"praga-po³udnie",52.227434,21.077258,"Kawiarnia",1,505276.882932013,5786337.37249353
"1793","Restauracja fregata, Saska Kêpa",40,3.3,14,"praga-po³udnie",52.239637,21.062288,"Polska",1,504253.234286676,5787693.69453541
"1794","Restauracja sól i pieprz, Goc³aw",130,2.5,23,"praga-po³udnie",52.237079,21.103489,"W³oska",1,507066.982905661,5787412.39269844
"1795","Restauracja tu, Goc³aw",30,2.9,25,"praga-po³udnie",52.223993,21.096614,"Chiñska",1,506599.448046284,5785956.22570212
"1796","Restauracja capri, Goc³aw",160,2.8,21,"praga-po³udnie",52.23306,21.10689,"W³oska",1,507299.88716701,5786965.7074225
"1797","Restauracja faraon kebab, Saska Kêpa",50,2.6,21,"praga-po³udnie",52.237376,21.051821,"Kebab",1,503538.692169027,5787441.64680903
"1798","Restauracja bar restauracyjny goc³awski, Goc³aw",40,3.7,18,"praga-po³udnie",52.235102,21.125883,"Polska",1,508596.589755749,5787194.91626542
"1799","Restauracja neptun, Saska Kêpa",100,3.4,16,"praga-po³udnie",52.221847,21.063886,"Polska",2,504364.095161076,5785715.05750322
"1800","Restauracja oregano italiano, Goc³aw",70,2.9,12,"praga-po³udnie",52.237687,21.099883,"W³oska",1,506820.645816712,5787479.67341255
"1801","Restauracja koza cafe, Grochów",35,3.4,15,"praga-po³udnie",52.231924,21.006727,"Kawiarnia",1,500459.421849992,5786833.99178822
"1802","Restauracja porto massimo, Saska Kêpa",150,3.4,15,"praga-po³udnie",52.231814,21.058913,"W³oska",3,504023.485234936,5786823.37063144
"1803","Restauracja vero pizza, Grochów",70,3.6,20,"praga-po³udnie",52.249496,21.079947,"Pizza",2,505457.840310399,5788791.46931869
"1804","Restauracja do widzenia do jutra, Saska Kêpa",100,3.5,15,"praga-po³udnie",52.233622,21.05579,"Œródziemnomorska",1,503810.044014421,5787024.30073133
"1805","Restauracja artisan boulanger, Saska Kêpa",30,3.3,10,"praga-po³udnie",52.232343,21.055657,"Piekarnia",2,503801.070340539,5786882.03409049
"1806","Restauracja œwi?ty spokój, Goc³aw",40,3.3,8,"praga-po³udnie",52.22759,21.07681,"Kawiarnia",1,505246.265213161,5786354.69140749
"1807","Restauracja stó³ powszechny, Grochów",40,3.5,10,"praga-po³udnie",52.247131,21.048305,"Kawiarnia",1,503297.872447473,5788526.50456726
"1808","Restauracja saska cafe, Saska Kêpa",40,3.1,6,"praga-po³udnie",52.226085,21.066258,"Kawiarnia",1,504525.697177158,5786186.58330839
"1809","Restauracja co anh, Goc³aw",40,2.7,23,"praga-po³udnie",52.228428,21.089736,"Chiñska",1,506129.019386863,5786448.91401808
"1810","Restauracja paleta smaku, Grochów",82,3.6,13,"praga-po³udnie",52.242767,21.099837,"Polska",1,506816.726262288,5788044.70408433
"1811","Restauracja momo sushi, Goc³aw",150,2.6,20,"praga-po³udnie",52.231924,21.006727,"Sushi",2,500459.421849992,5786833.99178822
"1812","Restauracja zaraz wracam, Saska Kêpa",50,2.9,13,"praga-po³udnie",52.227836,21.058107,"Kawiarnia",2,503968.793876662,5786380.86442249
"1813","Restauracja liti, Saska Kêpa",40,3,12,"praga-po³udnie",52.231954,21.055228,"Wietnamska",3,503771.804944922,5786838.74428356
"1814","Restauracja trang, Goc³aw",40,2.7,19,"praga-po³udnie",52.236561,21.107016,"Azjatycka",1,507307.917167496,5787355.12673399
"1815","Restauracja mythos, Goc³aw",100,2.6,14,"praga-po³udnie",52.22132,21.089864,"Grecka",1,506138.741978712,5785658.32276998
"1816","Restauracja sucré, Saska Kêpa",20,3.5,12,"praga-po³udnie",52.236787,21.065247,"Lodziarnia",1,504455.570129852,5787376.87437298
"1817","Restauracja kimono sushi, Goc³aw",120,3.6,19,"praga-po³udnie",52.230624,21.084923,"Sushi",2,505800.002659963,5786692.77282825
"1818","Restauracja delicje, Grochów",30,3.2,11,"praga-po³udnie",52.242363,21.079963,"Polska",2,505459.808055648,5787998.08487116
"1819","Restauracja burgers tacos, Goc³aw",60,3.2,20,"praga-po³udnie",52.228228,21.094558,"Meksykañska",4,506458.393652579,5786427.08727709
"1820","Restauracja bistro budapeszt, Saska Kêpa",60,3.6,16,"praga-po³udnie",52.231249,21.053796,"Wêgierska",1,503674.064487343,5786760.25553406
"1821","Restauracja irena, Saska Kêpa",40,3.6,10,"praga-po³udnie",52.229537,21.054893,"Desery",2,503749.129667753,5786569.89073248
"1822","Restauracja jk, Goc³aw",80,3.5,14,"praga-po³udnie",52.230845,21.094306,"Polska",4,506440.803117854,5786718.14634219
"1823","Restauracja mech, Saska Kêpa",120,3.4,11,"praga-po³udnie",52.231581,21.055849,"Burgery",2,503814.248201987,5786797.28902423
"1824","Restauracja pastelowa, Saska Kêpa",50,3.2,7,"praga-po³udnie",52.230616,21.057311,"Polska",1,503914.18141944,5786690.03270285
"1825","Restauracja grochownia, Grochów",40,3.4,11,"praga-po³udnie",52.247438,21.080035,"Kawiarnia",2,505464.100734308,5788562.56968674
"1826","Restauracja pizza rosso, Goc³aw",70,3.1,13,"praga-po³udnie",52.23236,21.082629,"Pizza",1,505643.108798417,5786885.68217826
"1827","Restauracja ¿ona krawca, Grochów",40,3.6,13,"praga-po³udnie",52.247582,21.064614,"Kawiarnia",1,504411.273465428,5788577.53568613
"1828","Restauracja bao nam, Grochów",45,3,11,"praga-po³udnie",52.247791,21.05176,"Chiñska",3,503533.699291465,5788600.07759491
"1829","Restauracja mamuœka cheesecake shop, Saska Kêpa",30,2.8,6,"praga-po³udnie",52.2334,21.0667,"Desery",1,504555.138899793,5787000.23786791
"1830","Restauracja stopi¹tka, Goc³aw",80,3.3,5,"praga-po³udnie",52.229001,21.10554,"Pizza",2,507208.348416566,5786514.1011782
"1831","Restauracja starbucks coffee, Goc³aw",35,3.3,8,"praga-po³udnie",52.23306,21.10689,"Kawiarnia",1,507299.88716701,5786965.7074225
"1832","Restauracja st benedict, Goc³aw",55,2.9,8,"praga-po³udnie",52.23306,21.10689,"Kawiarnia",1,507299.88716701,5786965.7074225
"1833","Restauracja bistro miñska 4/6, Grochów",50,3.4,7,"praga-po³udnie",52.247634,21.057459,"Polska",2,503922.788691718,5788582.90807825
"1834","Restauracja wiatr, Grochów",40,2.8,13,"praga-po³udnie",52.242767,21.099837,"Azjatycka",1,506816.726262288,5788044.70408433
"1835","Restauracja kawa zabawa, Grochów",30,NA,0,"praga-po³udnie",52.249397,21.070395,"Kawiarnia",1,504805.752946897,5788779.78132767
"1836","Restauracja china bistro, Grochów",50,2.8,15,"praga-po³udnie",52.248582,21.06342,"Chiñska",1,504329.660350846,5788688.69121001
"1837","Restauracja pasta, Grochów",80,3.4,6,"praga-po³udnie",52.247253,21.066721,"W³oska",1,504555.154500457,5788541.07218468
"1838","Restauracja green caffe nero, Saska Kêpa",45,3.2,6,"praga-po³udnie",52.235524,21.053048,"Kawiarnia",1,503622.630885514,5787235.71442985
"1839","Restauracja pijalnia czekolady wedel zamoyskiego, Grochów",80,3.4,8,"praga-po³udnie",52.247126,21.051605,"Desery",2,503523.169983901,5788526.10374031
"1840","Restauracja wspólny mianownik, Grochów",60,3.5,11,"praga-po³udnie",52.236647,21.085276,"Przek¹ski",1,505823.323361477,5787362.72285256
"1841","Restauracja pizza pasta, Grochów",80,3.1,8,"praga-po³udnie",52.242823,21.089319,"W³oska",2,506098.564879844,5788049.99558404
"1842","Restauracja bistro goc³aw, Goc³aw",50,3.2,13,"praga-po³udnie",52.227427,21.093201,"Polska",1,506365.823948539,5786337.87430201
"1843","Restauracja figaro park, Grochów",120,3.3,8,"praga-po³udnie",52.239867,21.055583,"Polska",2,503795.374736898,5787718.90451591
"1844","Restauracja panda, Goc³aw",45,3,10,"praga-po³udnie",52.23271,21.09502,"Chiñska",1,506489.295115183,5786925.64876838
